Review Text,Review Title,Star Rating,negative,neutral,positive
 :D,Flyrobe- literally amazing!!,5,0.0,0.0,1.0
I truly love flyrobe,This is one of the best site for me,5,0.0,0.123,0.877
 Now I need not to worry about any event,This is one of the best site for me,5,0.0,0.744,0.256
 Nice collection and great service,This is one of the best site for me,5,0.0,0.303,0.697
Awesome app,,5,0.0,0.196,0.804
 I will definitely use this,,5,0.0,0.526,0.474
 Amazing varieties,,5,0.0,0.208,0.792
This is just amazing,,5,0.0,0.441,0.559
 Finally! I've found the right app for myself,,5,0.0,1.0,0.0
 Now I can easily get branded dresses and accessories delivered at my house,,5,0.0,0.821,0.179
 That too on rent! Will be ordering dresses from the app now,,5,0.0,1.0,0.0
 Totally loved the concept and the collection of the dresses are great :) Thank you for creating such an app,,5,0.0,0.484,0.516
This is an amazing app for fashion,Amazing app,5,0.0,0.612,0.388
 I've just installed it and loved entire collection especially ethnic wear,Amazing app,5,0.0,0.719,0.281
 I've also recommended to my frds and their experience was amazing,Amazing app,5,0.0,0.616,0.384
 Soon I will order for myself as well,Amazing app,5,0.0,0.741,0.259
looking forward to have great experience,Amazing app,5,0.0,0.549,0.451
What if we want to buy it?,,3,0.0,0.822,0.178
Parrtying is become so easy,Amazingly superrrb collection,5,0.0,0.517,0.483
 Thanks to FLYROBE,Amazingly superrrb collection,5,0.0,0.408,0.592
Awesome western dresses ,Amazingly superrrb collection,5,0.0,0.328,0.672
waiting for more tops n shorts to come ,Amazingly superrrb collection,5,0.0,0.625,0.375
collection of Traditional cholis n dresses are too good,Amazingly superrrb collection,5,0.0,0.707,0.293
Thanks To FLYROBE and team,Amazingly superrrb collection,5,0.0,0.58,0.42
and yaa Shreya :),Amazingly superrrb collection,5,0.0,0.5,0.5
Ordered twice from Flyrobe and have had a great experience,Smooth app and prompt service,5,0.0,0.661,0.339
 Would strongly recommend!!,Smooth app and prompt service,5,0.0,0.162,0.838
Amazing app! ❤❤❤,,5,0.0,0.328,0.672
Awesome collection,Superbb.,5,0.0,0.196,0.804
😘😘😘,Superbb.,5,0.0,1.0,0.0
You should atleast mention that you only deliver in mumbai!!,,1,0.0,1.0,0.0
App does not open in my phn,,2,0.0,1.0,0.0
A new amazing wardrobe,,5,0.0,0.345,0.655
No items displayed and I keep trying bt nothing seems to work,,1,0.18,0.82,0.0
 Would have loved the app if it had worked,,1,0.0,0.672,0.328
Does not work at all,Pathetic app,1,0.0,1.0,0.0
 No items are even showing up,Pathetic app,1,0.306,0.694,0.0
 Guys please do your basics first before launching apps and having sponsored ads up without any product,Pathetic app,1,0.0,0.874,0.126
 Waste of ten minutes of my life,Pathetic app,1,0.318,0.682,0.0
"Whenever I am going to proceed for payment option, n selecting cash on delivery, it's not going through, it's stuck there n there :-(:-(",Not working.. Very sad n bad experience,2,0.091,0.909,0.0
Awesome collection!,,5,0.0,0.185,0.815
Awesome collection! Used it many times,,5,0.0,0.532,0.468
 It always works for me!,,5,0.0,1.0,0.0
Awesome collection! Supercool app!!,,5,0.0,0.376,0.624
"Good concept, good stuff! Super smooth experience on second order compared to the first one",Keep it up!,5,0.0,0.546,0.454
 Guess teething errors have been worked upon,Keep it up!,5,0.286,0.714,0.0
Amazing response,Superb service,5,0.0,0.208,0.792
completely satisfied,Superb service,5,0.0,0.244,0.756
Unavailability of items after booking and receiving the payment,Pathetic app and worse customer service,1,0.0,1.0,0.0
 Incorrect billing amount,Pathetic app and worse customer service,1,0.0,1.0,0.0
" App lacks basic features, scope for a lot of improvement",Pathetic app and worse customer service,1,0.0,0.727,0.273
Very good,,5,0.0,0.238,0.762
Don't have much ethnic,,1,0.0,1.0,0.0
website too slow,,1,0.0,1.0,0.0
मौका,,5,0.0,1.0,0.0
मौका,,5,0.0,1.0,0.0
मौका,,5,0.0,1.0,0.0
मौका अब मौका एक multinational company में BUSINESS करने का,,5,0.0,1.0,0.0
 Joining 100%,,5,0.0,1.0,0.0
Free मौका घर बैठे Jobbers ,,5,0.0,0.548,0.452
Students,,5,0.0,1.0,0.0
 House wives सब के लिये ,,5,0.0,1.0,0.0
आप भी करें और अपनों को भी ये मौका दीजिये। * मोबाइल,,5,0.0,1.0,0.0
DTH,,5,0.0,1.0,0.0
रिचार्ज+कमीशन *ऑनलाइन खरीदारी+कमीशन *landline,,5,0.0,1.0,0.0
" electricity बिल भुगतान+कमीशन *रेल,बस,सिनेमा,हवाई जहाज आदि की टिकट बुकिंग+कमीशन ** भारत सहित कई देशों में आप किसी को भी इस BUSINESS में ज्वाइन करवा सकते हैं वो भी बिल्कुल FREE JOINING और पाएं कमीशन भी तो आज ही शुरू करें यह शानदार Business हमारे साथ ",,5,0.0,0.916,0.084
 Play store से install करें Champcash Earn money app Sponsor id - 499357 डाल दीजियेगा । अधिक जानकारी हेतु ,,5,0.0,0.87,0.13
type info&gt;send Whtsapp :7798269064 http://Champcash,,5,0.0,1.0,0.0
com/499357 Sponsor id: 499357,,5,0.0,1.0,0.0
But I don't find any clothes for men,Not for men,2,0.0,1.0,0.0
 Why?,Not for men,2,0.0,1.0,0.0
Awesome dresses,,5,0.0,0.196,0.804
 just loved it!,,5,0.0,0.323,0.677
I saw this app on my fb & immediately I downloaded it from play store,Awesome Concept,4,0.0,0.821,0.179
"I liked the concept very much, so wanted to give a try",Awesome Concept,4,0.0,0.763,0.237
 I had tried & the overall experience was good,Awesome Concept,4,0.0,0.674,0.326
Tis app is really amazing,Awesome,5,0.0,0.494,0.506
Cool app,,5,0.0,0.303,0.697
First of all amazing packaging,Best service ever seen❤❤❤,5,0.0,0.513,0.487
loved the outfit,Best service ever seen❤❤❤,5,0.0,0.339,0.661
complete customer delight,Best service ever seen❤❤❤,5,0.0,0.339,0.661
genuine service,Best service ever seen❤❤❤,5,0.0,1.0,0.0
loved it way too much,Best service ever seen❤❤❤,5,0.0,0.506,0.494
will for sure recommend other for the same,Best service ever seen❤❤❤,5,0.0,0.556,0.444
thank you for the fab service,Best service ever seen❤❤❤,5,0.0,0.421,0.579
"This app is every girls rescue to her ""What do i wear"" problem",Its my Best Friend...,5,0.169,0.625,0.206
 Love it,Its my Best Friend...,5,0.0,0.192,0.808
 :*,Its my Best Friend...,5,0.0,0.0,1.0
Great App,Amazing experience,5,0.0,0.196,0.804
 Ordered outfit was delivered on time,Amazing experience,5,0.0,1.0,0.0
 Great experience,Amazing experience,5,0.0,0.196,0.804
Flyrobe Which really make me feel special,Lots of love to team flyrobe best of luck 🙌❤👍👏👌,5,0.0,0.69,0.31
" Amazing Concept which make girls to solve the day to day problem of wearing outfit on occasion and to be perfect on her occasion, Not only perfect but very especial",Lots of love to team flyrobe best of luck 🙌❤👍👏👌,5,0.052,0.707,0.24
 Its help WOMEN to wear such pretty branded dress at reasonable rate,Lots of love to team flyrobe best of luck 🙌❤👍👏👌,5,0.0,0.629,0.371
" Best part of the outfit is its steam inroned and presented in well manner which really look good and also hygenic, About the services punctuate during delivery and Pick up",Lots of love to team flyrobe best of luck 🙌❤👍👏👌,5,0.0,0.74,0.26
 Great concept Carry on and thanks for bring such concept f,Lots of love to team flyrobe best of luck 🙌❤👍👏👌,5,0.0,0.533,0.467
Had a great experience with my first fashion date! This app is really helpful,Love Flyrobe!,5,0.0,0.595,0.405
 Services are also better and the app is amazingly amazing:-D,Love Flyrobe!,5,0.0,0.756,0.244
Awesome app,I'm love with flyrobe❤,5,0.0,0.196,0.804
 Great service,I'm love with flyrobe❤,5,0.0,0.196,0.804
Good app and service,,5,0.0,0.508,0.492
One of the best app have ever come across,,5,0.0,0.656,0.344
"Flyrobe had got me very excited when I read about it on Facebook for the first time, as this concept is awesome and releases half of our worries to look exclusive for occasions",,4,0.072,0.716,0.212
 My first experience was a little shaky with them but they were all ears to my queries and did manage to resolve it eventually,,4,0.051,0.817,0.132
 the second experience was great and I cannot wait for the 3rd and many more…,,4,0.0,0.76,0.24
Big thanks to the entire team for running this concept…Good luck :),,4,0.0,0.503,0.497
"superrb collection, on time delivery, and most important renowned designer brands are here",,5,0.0,0.851,0.149
 Loved it,,5,0.0,0.204,0.796
 !!! Will Flyrobe forever,,5,0.0,1.0,0.0
"The service, products & custoner service reps are all brilliant",Awesome,5,0.0,0.678,0.322
Amazing,,5,0.0,0.0,1.0
"Quick turnaround, no hassle, great variety",Brilliant service,5,0.214,0.388,0.398
" Love the app, love the service",Brilliant service,5,0.0,0.323,0.677
Well I read about flyrobe in the newspaper and wanted the app right way,Novel Idea. Way to go.,4,0.0,0.851,0.149
 I was bummed to find the app is only for women,Novel Idea. Way to go.,4,0.0,1.0,0.0
 Lets hope you start the same for men,Novel Idea. Way to go.,4,0.0,0.707,0.293
 Kudos for the idea,Novel Idea. Way to go.,4,0.0,0.476,0.524
 I am going to suggest this to all my fashion freak friends for sure,Novel Idea. Way to go.,4,0.158,0.546,0.295
Had an amazing experience,Just loved it,5,0.0,0.441,0.559
 Nice outfits,Just loved it,5,0.0,0.263,0.737
people who value for money should definitely try this,Just loved it,5,0.0,0.579,0.421
Flyrobe is turning me into a stunner at every occasion,APP ON FLEEK ♥_♥,5,0.0,1.0,0.0
n got everybody asking me where did I get that gorgeous outfit from😍 Be it a 'Western Chic' look or 'Traditional Kudi' they've got it all,APP ON FLEEK ♥_♥,5,0.0,0.775,0.225
"amazing n wide range of outfits n accessories to choose from♥ prompt service, fast delivery, easy return policies!!! Looking forward to my next fashion date with Flyrobe💃🏻 Xoxo Flyrobe💋💜",APP ON FLEEK ♥_♥,5,0.0,0.675,0.325
"Ordered from flyrobe in three occasions, it was a great experience",Loving it!!,5,0.0,0.687,0.313
 Loved the quality,Loving it!!,5,0.0,0.339,0.661
 Keep up the quality control please ,Loving it!!,5,0.0,0.685,0.315
 :) I'd really like to mention here the customer support Amarjeet & Sonali are great help,Loving it!!,5,0.0,0.395,0.605
 Thanks for handling enormous queries from me & solving them too,Loving it!!,5,0.0,0.602,0.398
 Cheers to many more amazing fashionable times ;),Loving it!!,5,0.0,0.355,0.645
I just loved the whole concept of renting,Thumbs up to the whole team of Flyrobe😘💜,5,0.0,0.606,0.394
" This app is an answer to most frequently asked question by we girls, ""What should i wear for this event?!""",Thumbs up to the whole team of Flyrobe😘💜,5,0.0,1.0,0.0
 Also the services by the team are commendable!,Thumbs up to the whole team of Flyrobe😘💜,5,0.0,1.0,0.0
Happy with the app,Good service & good clothes :),5,0.0,0.448,0.552
 Keep it going!!,Good service & good clothes :),5,0.0,1.0,0.0
Most cooperative staff,,5,0.0,1.0,0.0
 very friendly app,,5,0.0,0.364,0.636
 best experience,,5,0.0,0.192,0.808
I ordered ethnic dress from flyrobe,,5,0.0,1.0,0.0
 ,,5,0.0,0.0,0.0
its an awesome experience,,5,0.0,0.423,0.577
 ,,5,0.0,0.0,0.0
u guys will rock in fashion segment,,5,0.0,1.0,0.0
wish u all the luck,,5,0.0,0.26,0.74
This app is just perfect,,5,0.0,0.519,0.481
 #BlessingForAllTheGirlsOutThere,,5,0.0,1.0,0.0
I'm loving it ❤,,5,0.0,0.339,0.661
Kudos to the whole team for such a wonderful app!! The execution of the same surpassed all my expectations,Amazing!!,5,0.0,0.678,0.322
 A fabulous service for the fabulous Me! Worth every penny,Amazing!!,5,0.0,0.4,0.6
Bcz u ask to login,,1,0.0,1.0,0.0
 It should be my choice not forced,,1,0.0,0.708,0.292
Superb idea,Fab app 😉,4,0.0,0.196,0.804
 ,Fab app 😉,4,0.0,0.0,0.0
 great deals,Fab app 😉,4,0.0,0.196,0.804
 Affordable prices for branded stuff,Fab app 😉,4,0.0,1.0,0.0
Flyrobe has a wonderful concept fashion on rent I think it solvee the problem in a girls day to day life,Amazing,4,0.121,0.714,0.165
 Besides this I love the collection they have from basic western to party Wears and from basic Indians to wedding outfits,Amazing,4,0.0,0.723,0.277
" Even the latest trends like slit dress, crop top, floral skirts everything is available here and they have easy delivery policies tooo and even free pick up and drop",Amazing,4,0.057,0.656,0.287
 I love the app,Amazing,4,0.0,0.323,0.677
Flyrobe made my first fashion date a great experience! Quick customer service and a wide variety to choose from,First fashion date!,5,0.0,0.785,0.215
 Not having to expand my wardrobe yet getting me all the clothes I want,First fashion date!,5,0.138,0.771,0.091
" Thanks, team flyrobe! Looking forward to the next fashion date ;)",First fashion date!,5,0.0,0.639,0.361
Ordered a dress for my new year's outing the dress arrived before time and exactly how it was shown in the picture no complaints its an awesome service,Service at its best,5,0.148,0.727,0.124
Had a great experience with their service,,5,0.0,0.549,0.451
Best service✔Superb experience,Just amazing💯,5,0.0,0.323,0.677
 Loved it,Just amazing💯,5,0.0,0.204,0.796
Really good collection! And good service!,,4,0.0,0.365,0.635
Used Flyrobe for a prom because I had nothing appropriate to wear and they sent me not only three dresses that I wanted to try but also accessories with each outfit,Amazing stuff.,5,0.0,1.0,0.0
 Strongly recommend them :),Amazing stuff.,5,0.0,0.116,0.884
Helped me get a look for a day! Good options,Good,4,0.0,0.687,0.313
It was a good experience,,4,0.0,0.508,0.492
 The top material was excellent and it did came on time with a vry good packing ,,4,0.0,0.588,0.412
Had a great experience!! Look forward to more such fashion dates!,,4,0.0,0.644,0.356
Had a great experience with flyrobe,Team flyrobe best👍,5,0.0,0.494,0.506
Stunning collections; Prompt service; Quick delivery and easy return policies,Team flyrobe best👍,5,0.0,0.593,0.407
Keep going guys👍,Team flyrobe best👍,5,0.0,1.0,0.0
Can't even apply discount codes,None of the tabs seem to be working.,2,0.0,1.0,0.0
Amazing experience 😊☺ Awesome Collection,Awesome - Just in love with the concept,5,0.0,0.275,0.725
 Perfect for any occasion,Awesome - Just in love with the concept,5,0.0,0.448,0.552
 Nominal Rent,Awesome - Just in love with the concept,5,0.0,1.0,0.0
 Just went crazy with the concept,Awesome - Just in love with the concept,5,0.324,0.676,0.0
" Its gonna save my husband's wallet from getting Empty! Also, am gonna look awesome on every occasion in these lovely designer outfits ✌ 😜",Awesome - Just in love with the concept,5,0.058,0.577,0.365
 Thank you team for such an amazing App 👍,Awesome - Just in love with the concept,5,0.0,0.488,0.512
 Easy to rent,Awesome - Just in love with the concept,5,0.0,0.408,0.592
 Customer Support Team 👍,Awesome - Just in love with the concept,5,0.0,0.426,0.574
 Timely Delivery & Pickup,Awesome - Just in love with the concept,5,0.0,1.0,0.0
 Hassle free,Awesome - Just in love with the concept,5,0.0,0.233,0.767
 saves Energy,Awesome - Just in love with the concept,5,0.0,0.323,0.677
 Time,Awesome - Just in love with the concept,5,0.0,1.0,0.0
 Money 😉😜 too!! Waiting for my next fashion date,Awesome - Just in love with the concept,5,0.0,1.0,0.0
Best place to rent high end dresses and v reasonable prices,"Awesome concept👌I Loved the collection,n super price though..",5,0.0,0.682,0.318
 service is Awesum and colllection of all dresses are to live by!!! Must,"Awesome concept👌I Loved the collection,n super price though..",5,0.0,1.0,0.0
Must,"Awesome concept👌I Loved the collection,n super price though..",5,0.0,1.0,0.0
Must to alll you ladies ,"Awesome concept👌I Loved the collection,n super price though..",5,0.0,1.0,0.0
 ;),"Awesome concept👌I Loved the collection,n super price though..",5,0.0,0.0,1.0
